,Country,Company Name,Summary,Founded,Industry,Sector,Headquarters,Notes
7754,Vietnam,Sabeco Brewery,"Sabeco (also SABECO, Saigon Alcohol Beer and Beverages Corporation, Vietnamese: Tổng Công ty Cổ phần Bia – Rượu – Nước giải khát Sài Gòn) is Vietnam's leading beer producer. It was under the authority of Vietnam's Ministry of Trade and Industry but is now a subsidiary of ThaiBev.",1977,Consumer goods,Brewers,Ho Chi Minh City,Saigon Beer
7755,Vietnam,Sara Vietnam,"Sara Vietnam Joint Stock Company (SRA:VN, SRB:VN; also transliterated Sara Viet Nam; also known as Sara Group) is an information technology company of Vietnam.  It has its origins in 2002 with the founding of the SARA Center, a learning center that teaches information technology and foreign language skills, which currently graduates 2000 people per year.",2002,Industrials,Business training,Hanoi,Technology education
7756,Vietnam,Savimex,"Savimex Corp (SAV:VN) is a wooden furniture manufacturer and home construction company based in Ho Chi Minh City, Vietnam.  The company processes timber, makes furniture, manages brand names and exports furniture to Japan, the EU and the United States.",1985[6],Consumer goods,Furnishings,Ho Chi Minh City,Furniture
7757,Vietnam,S-Fone,"S-Fone is a mobile communication operator in Vietnam that uses the CDMA technology. Founded on 1 July 2003 in Ho Chi Minh City, Vietnam, S-fone became the third network of Vietnam, breaking the duopoly of the two VNPT operators.",2003,Telecommunications,Mobile telecommunications,Ho Chi Minh City,Mobile network
7758,Vietnam,Southern Seed,"Southern Seed Joint Stock Company (HCM:SSC) is a hybrid seed company based in Vietnam.  SSC researches, produces and trades rice, corn and vegetable seeds.",1998[7],Consumer goods,Farming & fishing,Ho Chi Minh City,Seeds
7759,Vietnam,Southern Service Flight Company,"Southern Vietnam Helicopter Company (VNH South), also known as Southern Service Flight Company (SSFC), is a state-owned chartered airline in Vietnam, which provides helicopter flights to various purposes, namely oil platform service, search and rescue operations and cargo freight service. The company is based in Vũng Tàu Airport, Vũng Tàu, Vietnam.",?,Consumer services,Airlines,Vũng Tàu,Charter helicopters
7760,Vietnam,Tan Tao Group,"Tan Tao Group is a leading industrial park and infrastructure developer in Vietnam, specializing in industrial parks development, land development, infrastructure and power development, and telecom and network development.
Tan Tao Group’s key subsidiary, Tan Tao Investment & Industry Corp (“ITACO”), is the first privately managed and leading industrial park developer in Vietnam.",1996,Industrials,Heavy construction,Ho Chi Minh City,Infrastructure development
7761,Vietnam,Thế Giới Publishers,"Thế Giới Publishers (Vietnamese: Nhà xuất bản Thế Giới, literally ""World Publishers""), known as Foreign Languages Publishing House (Nhà xuất bản ngoại văn) from 1957 to 1992, is Vietnam's official foreign language publishing house. It was established in 1957 ""to introduce readers around the world to Vietnam"" through publications in English, French and other foreign languages.",1957,Consumer services,Publishing,Hanoi,Publisher
7762,Vietnam,TMA Solutions,"TMA Solutions is a  privately owned software outsourcing company of Vietnam, with headquarters in Ho Chi Minh city Vietnam and other offices in Canada, United States, Ireland, Australia, Singapore. TMA Solutions is one of the largest offshore software providers in Vietnam.",1997,Technology,Software,Ho Chi Minh City,Software development and outsourcing
7763,Vietnam,Tre Publishing House,Tre Publishing House (Vietnamese: Nhà Xuất Bản Trẻ) is a popular book and magazine publisher in Vietnam.,1986,Consumer services,Publisher,Ho Chi Minh City,Book and magazine publisher
7764,Vietnam,Trung Nguyên,"Trung Nguyên is a Vietnamese business group involved in the production, processing and distribution of coffee. Trung Nguyên is the largest and domestic coffee brand within Vietnam, and exports its products to more than 60 countries, including major markets such as G7 countries, United States, European Union, United Kingdom, Germany, China, Canada, Russia, Japan, Dubai and ASEAN including Singapore.",1996,Consumer goods,Beverages,Ho Chi Minh City,Coffee
7765,Vietnam,TVM Comics,"TVM Comics is a publisher in Vietnam, headquartered in Ho Chi Minh City. The company was founded in 2007 as the entertainment-related publishing division of Vietnamese media corporation TVM Corp.",2007,Consumer services,Publisher,Ho Chi Minh City,Comic publisher
7766,Vietnam,Vietcombank,"Joint Stock Commercial Bank for Foreign Trade of Vietnam, commonly referred to as Vietcombank, is a commercial bank in Vietnam.


== Overview ==
Vietcombank's headquarters are located in  Hanoi, Vietnam.",1963,Financials,Banks,Hanoi,Commercial bank
7767,Vietnam,Vietinbank,Vietinbank (Vietnam Joint Stock Commercial Bank for Industry and Trade) (Vietnamese: Ngân hàng Thương mại Cổ phần Công thương Việt Nam) is a state-owned Vietnamese bank. It has strategic partnerships with the International Finance Corporation and Mitsubishi UFJ Financial Group.,1988,Financials,Banks,Hanoi,State bank
7768,Vietnam,VietJet Air,"VietJet Aviation Joint Stock Company (Vietnamese: Công ty Cổ phần Hàng không VietJet), trading as VietJet Air or Vietjet, is an international low-cost airline from Vietnam. It was the first privately owned new-age airline to be established in Vietnam, being granted its initial approval to operate by the Vietnamese Minister of Finance in November 2007.",2011,Consumer services,Airline,Hanoi,Low-cost airline
7769,Vietnam,Vietnam Air Services Company,"Vietnam Air Services Company (VASCO) (Vietnamese: Công ty bay dịch vụ hàng không) is an airline in Vietnam headquartered in Tân Bình, Ho Chi Minh City. Operating scheduled flights from its base at Tan Son Nhat International Airport in the south of the country, VASCO is a fully owned subsidiary of Vietnam Airlines.",1987,Consumer services,Airlines,Ho Chi Minh City,"Airline, part of Vietnam Airlines"
7770,Vietnam,Vietnam Airlines,"Vietnam Airlines (Vietnamese: Hãng Hàng không Quốc gia Việt Nam, lit. 'Vietnam National Airlines') is the flag carrier of Vietnam.",1956,Consumer services,Airlines,Hanoi,Flag-carrier airline
7771,Vietnam,Vietnam Asset Management,"Vietnam Asset Management (VAM) is a fund management company founded in 2006 by John Lyn (Executive Chairman), Nguyễn Xuân Minh (Chief Executive Officer/Chief Investment Officer) and Nguyen Hoai Thu (Investment Director/Head of Research). They are currently key managers of VAM. VAM is domiciled in the British Virgin Islands, the United Kingdom as a limited liability company.",2006,Financials,Equity investment instruments,Ho Chi Minh City,Fund management
7772,Vietnam,Vietnam Bank for Agriculture and Rural Development,The Vietnam Bank for Agriculture and Rural Development or Agribank (Vietnamese: Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam) is the largest commercial bank in Vietnam by total assets.  It is a state-owned corporation under a special status.,1988,Financials,Banks,Hanoi,Agribank
7773,Vietnam,Vietnam Electricity,"Vietnam Electricity (full name: Vietnam Electricity Group, abbreviated name: EVN, Vietnamese: Tập đoàn Điện lực Việt Nam) is the largest power company in Vietnam. Vietnam Electricity (EVN) was established by the government of Vietnam as a state-owned company in 1994, and has operated officially as a one-member limited liability company since 2010.",1954,Utilities,Electricity,Hanoi,Power company
7774,Vietnam,Vietnam Helicopter Corporation,"Vietnam Helicopter Corporation (VNH - Vietnam Helicopters) is a transportation business owned by the Ministry of Defence (Vietnam). It operates helicopters to transport cargo, train pilots and export/import devices in the aviation industry.",1979,Consumer services,Airlines,Hanoi,State charter helicopters
7775,Vietnam,Vietnam Multimedia Corporation,"Vietnam Multimedia Corporation (Vietnam Television Corporation (VTC)) is a Vietnamese multimedia corporation, founded in February 1988 for the purpose of building television stations. In July 2003, the Vietnam Ministry of Post and Telematics purchased VTC


== Origin ==
In February 1988, the Postal Ministry (Vietnam Telecommunications), founded the Factory for Media Equipment Warrantion, owned by Vietnam Television, which later became VTC. In September 1992, VTC became the Investment Company for Development and Technical Information (INTEDICO) under the auspices of the Ministry of Culture (Information).",2003,Consumer services,Media,Hanoi,General media firm
7776,Vietnam,Vietnam Petroleum Institute,"Vietnam Petroleum Institute (VPI) was established on May 22, 1978. It is based in Hanoi, with a branch in Ho Chi Minh City.",1978,Oil & gas,Exploration & production,Hanoi,Research and exploration
7777,Vietnam,Vietnam Posts and Telecommunications Group (VNPT),"Vietnam Posts and Telecommunications Group, commonly abbreviated as VNPT, is a telecommunications company, owned by the Vietnamese Government, and the national post office of Vietnam. According to a list of UNDP in 2007, it is the second-largest company in Vietnam, just after the Vietnam Bank for Agricultural and Rural Development.",2006,Conglomerates,-,Hanoi,"Telecommunications, financials, technology"
7778,Vietnam,Vietnam Railways,"Vietnam Railways (Đường sắt Việt Nam) is the state-owned operator of the railway system in Vietnam. The principal route is the 1,600 km (990 mi) single-track North–South Railway line, running between Hanoi and Ho Chi Minh City.",1881,Industrials,Railroads,Hanoi,State railway
7779,Vietnam,Vietnamobile,"Hutchison Asia Telecom Group or HAT, is a division of Hong Kong-based multinational conglomerate CK Hutchison Holdings. The division provides telecommunications services to several Asian countries.",2009,Telecommunications,Mobile telecommunications,Hanoi,"Mobile network, acquired EVNTelecom in 2011)"
7780,Vietnam,Vietsovpetro,"Vietsovpetro, headquartered in Vung Tau, Vietnam, is a joint Russian-Vietnamese enterprise for oil and gas exploration. 
According to the VNR500 (Top 500) ranking, Vietsovpetro is Vietnam's 8th largest company.It was established in 1981 under an inter-governmental agreement between the JSC Zarubezhneft of the Soviet Union and Vietnam's state-owned Petrovietnam, with each side holding half of stake.On 10 December 2010, VietsovPetro agreed to extend its cooperation with JSC Zarubezhneft for 20 years until 2030.",1981,Oil & gas,Exploration & production,Vũng Tàu,Oil & gas exploration
7781,Vietnam,Viettel,"Viettel Group (Vietnamese: Tập đoàn Công nghiệp – Viễn thông Quân đội, lit. 'Army Telecommunication Industry Corporation') is a Vietnamese multinational telecommunications company headquartered in Hanoi, Vietnam.",2004,Telecommunications,Mobile telecommunications,Hanoi,State mobile network
7782,Vietnam,Viglacera Corporation,"Viglacera Corporation is a construction materials company of Vietnam, manufacturing and selling ceramic floor tiles, stone floor tiles, wall tiles, cotto tiles, bricks, float glass, and plumbing fixtures such as sinks and toilets.  The company is headquartered in the Từ Liêm District of Ha Noi and it is listed on the Hanoi Securities Trading Center.",1974[8],Industrials,Building materials & fixtures,Hanoi,Construction materials
7783,Vietnam,Vinacafe,"Vinacafe (or Vinacafé Bien Hoa JSC) is a Vietnamese company involved in the production, processing and distribution of coffee and instant cereal mix. It is an affiliate of the Vietnam National Coffee Corporation (abbreviated ""Vinacafe""), a Hanoi-based, state-owned corporation under the Ministry of Agriculture and the Food Industry, which deals in the production, processing, export, and import of coffee.",1969,Consumer goods,Food products,Biên Hòa,Coffee and cereals
7784,Vietnam,Vinacomin,"Vinacomin (Vietnam National Coal and Mineral Industries Group, Vietnamese: Tập đoàn công nghiệp Than và Khoáng sản Việt Nam (TKV)) is a Vietnamese mining company. The industrial conglomerate focuses on coal and mineral mining and has headquarters in Hạ Long, Quảng Ninh Province.",1995,Basic materials,Coal,Hạ Long,State coal mining
7785,Vietnam,Vinamilk,"Vinamilk is the largest dairy company in Vietnam. Based on the UNDP 2007 Top 200 largest firms in Vietnam report, it was also the 15th largest company in Vietnam and formerly the most valuable public company listed in Vietnam.",1976,Consumer goods,Beverage,Ho Chi Minh City,Dairy
7786,Vietnam,Vinaphone,"Vinaphone is a Vietnamese major mobile network operator headquartered in Hanoi, Vietnam. Founded on 26 June 1996, as a GSM launcher, Vinaphone is the second network (after MobiFone) and currently the second largest provider in Vietnam.",1996,Telecommunications,Mobile telecommunications,Hanoi,Part of Vietnam Posts and Telecommunications Group
7787,Vietnam,Vinare,"Vietnam National Reinsurance Corporation (Vinare), established in 1995, is Vietnam's key reinsurance company.  Its offices are located in Hanoi.",1995,Financials,Reinsurance,Hanoi,Commercial reinsurance
7788,Vietnam,Vinatex,"The Vietnam National Textile and Garment Group (Vinatex) (Tập đoàn dệt may Việt Nam) is a large Vietnamese textile company, and one of Vietnam's largest companies overall.  The company's 'productive sector' consists of over 50 joint stock companies, and 40 joint venture companies, principally involved in manufacture; other listed company sectors include fashion magazines, fashion design institutes and textile-industry vocational schools, universities, real estate, supper market.",1995[9],Consumer goods,Clothing & accessories,Hanoi,Textiles
7789,Vietnam,Vinavico Group,Vinavico Group (Underground Works Construction Joint Stock Company) is an industrial conglomerate of Vietnam.  The company was founded in 2003 and its main offices are located in Hanoi.,2003,Industrials,Heavy construction,Hanoi,Infrastructure and power construction
7790,Vietnam,VNG Corporation,"VNG Corporation (VNG) is a Vietnamese technology company, founded in 2004, specializing in digital content and online entertainment, social networking, and e-commerce.
VNG focuses on four main businesses, including online games, platforms, digital payments and cloud services.",2004,Technology,Internet,Ho Chi Minh City,Online content and games
7791,Vietnam,World Auto,"The World Auto Co., Ltd. (Vietnamese: Công ty ô tô Thế giới) is the official general importer and car assembly plant for Volkswagen located in the Ho Chi Minh City.",2006,Consumer goods,Automobiles,Ho Chi Minh City,Volkswagen assembly
7792,Kenya,98.4 Capital FM,"98.4 Capital FM (other variations of the name include Capital FM and Capital FM Kenya) is a Kenyan urban music radio station.


== Location ==
Its offices are situated on the 19th floor of Lonrho House, along Standard Street in the central business district of Nairobi, the capital and largest city in Kenya.",1996,Consumer services,Broadcasting & entertainment,Nairobi,Radio
7793,Kenya,ABC Bank,"African Banking Corporation Limited (ABC Bank Kenya) is an indigenous Kenyan commercial bank, established in 1984. It has since been using the power of finance to support businesses and projects that benefit the people and the planet.",1981,Financials,Banks,Nairobi,Commercial bank
7794,Kenya,ARM Cement Limited,"ARM Cement Limited, formerly Athi River Mining Limited, but commonly referred to as ARM is a mining and manufacturing company in Kenya, the largest economy in the East African Community.  The company is headquartered in Nairobi and its stock is listed on the Nairobi Stock Exchange.",1974,Industrials,Building materials & fixtures,Athi River,"Cement, fertilizers, minerals, mining, KN: ARM"
7795,Kenya,Bamburi Cement,"Bamburi Cement Limited is an industrial company in Kenya specialising in cement and concrete. The company has operations in Bamburi suburb of Mombasa, it is headquartered in Nairobi and its stock is listed on the Nairobi Securities Exchange.",1951,Industrials,Building materials & fixtures,Nairobi,"Cement, KN: BAMB"
7796,Kenya,Carbacid Investments,"Carbacid Investments plc , is a manufacturing and investment company in Kenya, the largest economy in the East African Community.  The company manufactures and markets carbon dioxide gas for food processing, industrial use and medical use, as well as dry ice.",1961,Basic materials,Commodity chemicals,Nairobi,"Carbon dioxide, KN: CARB"
7797,Kenya,Chase Bank Kenya Limited,"Chase Bank Kenya Limited (CBK), commonly referred to as Chase Bank, was a commercial bank in Kenya, licensed by the Central Bank of Kenya, the central bank and national banking regulator.Chase Bank was a large financial services provider in Kenya, with an estimated asset valuation of approximately US$1.428 billion (KES:142 billion), as of December 2015. At that time, shareholders' equity was valued at US$119.7 million (KES:11.9 billion).",1996,Financials,Banks,Nairobi,Commercial bank
7798,Kenya,CMC Aviation,"CMC Aviation was a charter airline based in Nairobi, Kenya at Wilson Airport. It was acquired by DAC Aviation International on August 2006 and was rebranded as DAC Aviation (EA) Limited in 2011.",1961[3],Consumer services,Airlines,Nairobi,"Charter airline, defunct 2011"
7799,Kenya,Commercial Bank of Africa,"Commercial Bank of Africa (CBA) was a financial services provider headquartered in Nairobi, Kenya, the largest economy in the East African Community. CBA was licensed by the Central Bank of Kenya, the central bank and national banking regulator.As of December 2015, the bank was one of the largest commercial banks in Kenya with assets of approximately US$2.166 billion (KES:215.6 billion), with shareholders' equity of approximately US$217.83 million (KES:21.68 billion).",1962,Financials,Banks,Nairobi,Commercial bank
7800,Kenya,Consolidated Bank of Kenya,"Consolidated Bank of Kenya commonly known as Consolidated Bank, is a commercial bank in Nairobi, Kenya, East Africa's largest economy. It is licensed by the Central Bank of Kenya.",1989,Financials,Banks,Nairobi,Commercial bank
7801,Kenya,Cooper Motor Corporation,"The Cooper Motor Corporation, also known as CMC Motors Group Limited, is the fifth-largest importer of vehicles and fifth-largest car-assembly company in Kenya, the largest economy in the East African Community.


== Location ==
The company headquarters are located between Lusaka Road and Bunyala Road in the Industrial Area of Nairobi, the capital of Kenya and the largest city in that country.",1912,Consumer goods,Automobiles,Nairobi,"Automotive, KN: CMC"
7802,Kenya,Cooperative Bank of Kenya,"Co-operative Bank of Kenya is a commercial bank in Kenya, the largest economy in the East African Community. It is licensed by the Central Bank of Kenya, the central bank and national banking regulator.",1965,Financials,Banks,Nairobi,"Commercial bank, KN: COOP"
7803,Kenya,Credit Bank,"Credit Bank Limited (CBL), commonly referred to as Credit Bank, is a commercial bank in Kenya, the largest economy in the East African Community. It is licensed by the Central Bank of Kenya, the central bank and national banking regulator.",1986,Financials,Banks,Nairobi,Commercial bank
7804,Kenya,CRI Nairobi 91.9 FM,"CRI 91.9 FM is a radio station in Nairobi, Kenya. It is part of China Radio International (CRI).",2006,Consumer services,Broadcasting & entertainment,Nairobi,Radio station
7805,Kenya,Dawa Limited,"Dawa Limited is a Kenyan pharmaceutical company based in Nairobi, Kenya. It manufactures and distributes human pharmaceuticals in Kenya and other African countries.",1974,Healthcare,Pharmaceuticals,Nairobi,Pharmaceutical Company
7806,Kenya,Del Monte Kenya,"Del Monte Kenya Limited is a Kenyan food processing company that operates in the cultivation, production, and canning of pineapple products. The company produces canned solid pineapple, juice concentrates, mill juice sugar and cattle feed.",1965,Consumer goods,Food products,Thika,"Pineapple cultivation, part of Fresh Del Monte Produce (US)"
7807,Kenya,Development Bank of Kenya,"Development Bank of Kenya (DBK), is a commercial bank in Kenya. It is licensed by the Central Bank of Kenya, the central bank and national banking regulator.",1963,Financials,Banks,Nairobi,Commercial bank
7808,Kenya,Diamond Trust Bank Group,"Diamond Trust Bank Group, in short DTB Group, is an African banking group active in Burundi, Kenya, Tanzania, and Uganda. The flagship company of the group, Diamond Trust Bank Kenya, is licensed by the Central Bank of Kenya, the central bank and national banking regulator in Kenya, the largest economy in the East African Community.",1945,Financials,Banks,Nairobi,"Banking group, KN: DTK"
7809,Kenya,Dubai Bank Kenya,"Dubai Bank Kenya (DBK), whose complete name is Dubai Bank Kenya Limited, but is often referred to as Dubai Bank, was a commercial bank in Kenya, the largest economy in the East African Community. It was licensed by the Central Bank of Kenya, the central bank and national banking regulator.",1982,Financials,Banks,Nairobi,"Commercial bank, defunct 2015"
7810,Kenya,East African Breweries,"East African Breweries Limited, commonly referred to as EABL, is a Kenyan-based holding company that manufactures branded beer, spirits, and non-alcoholic beverages.


== Overview ==
The group's headquarters are located in Nairobi, Kenya, with subsidiaries in Kenya, Uganda, Tanzania and South Sudan.",1922,Consumer goods,Brewers,Nairobi,"Beer, KN: EABL"
7811,Kenya,Equity Group Holdings Limited,"Equity Group Holdings Limited (EGHL), formerly Equity Bank Group, is a financial services holding company based in the African Great Lakes region. EGHL's headquarters are in Nairobi, Kenya, with subsidiaries in Kenya, Uganda, Tanzania, South Sudan, Rwanda, and the Democratic Republic of the Congo.",1984,Financials,Banks,Nairobi,KN: EQTY
7812,Kenya,Eveready East Africa,"Eveready East Africa is a Kenyan manufacturer and marketer of battery brands. Its headquarters are in Nairobi while it maintains a plant in Nakuru, Kenya.",1967,Consumer goods,Nondurable household products,Nairobi,"Batteries, disposable shavers, KN: EVRD"
7813,Kenya,Jubilee Insurance Company Limited,"The Jubilee Insurance Company of Kenya (JICK), mostly known as Jubilee Insurance, is an insurance company in Kenya, which has the largest economy in the East African Community. It is a wholly owned subsidiary of Jubilee Holdings Limited, a multinational insurance holding company, which maintains its headquarters in Nairobi, the capital of Kenya, with subsidiaries in Kenya, Tanzania, Uganda, Burundi, and Mauritius, with plans to expand on the African continent.",1937,Financials,Full line insurance,Nairobi,KN: JUB
7814,Kenya,Kakuzi Limited,"Kakuzi PLC is a Kenyan agricultural cultivation and manufacture company. Its products include tea, avocados (of which it has been Kenya's largest exporter), pineapples, and livestock.",1906[4],Consumer goods,Food products,Thika[4],"Coffee, tea, fruit, KN: KUKZ"
7815,Kenya,KCB Group Limited,"KCB Group Limited, also known as the KCB Group, is a financial services holding company based in the African Great Lakes region. The Group's headquarters are in Nairobi, Kenya, with its subsidiaries being KCB Bank Kenya Limited, KCB Bank Burundi Limited, KCB Bank Rwanda Limited, KCB Bank South Sudan Limited, KCB Bank Tanzania Limited, and KCB Bank Uganda Limited.",1896,Financials,Banks,Nairobi,"Banking, investments, KN: KCB"
7816,Kenya,KenolKobil,"KenolKobil Limited is a pan African downstream oil company. The group's operations span seven countries across Eastern, Central and Southern Africa and encompass the supply, storage, distribution and retail of a wide range of petroleum products.",1959,Oil & gas,Exploration & production,Nairobi,"Petroleum, KN: KENO"
7817,Kenya,Kenya Airways,"Kenya Airways Ltd., more commonly known as Kenya Airways, is the flag carrier airline of Kenya. The company was founded in 1977, after the dissolution of East African Airways.",1977,Consumer services,Airlines,Nairobi,"Flag airline, KN: KQNA"
7818,Kenya,Kenya Electricity Generating Company,"Kenya Electricity Generating Company  or simply KenGen is a parastatal company, and is the largest electric power producer in Kenya producing about 75% of the electricity consumed in the country.


== Overview ==
KenGen relies on various sources to generate electricity ranging from hydropower, geothermal, thermal and wind.",1954,Utilities,Conventional electricity,Nairobi,"Electricity generation, KN: KEGN"
7819,Kenya,Mobius Motors,"Mobius Motors Kenya Ltd is a Kenyan automobile OEM startup founded in 2010 to manufacture vehicles for the African market. Incorporated in the United Kingdom in 2010 and registered in Kenya in 2011, Mobius Motors is the only automobile company in Kenya and one of the two automobile companies in the East African region with Kiira Motors of Uganda being the other one.",2009,Consumer goods,Automobiles,Nairobi,Automotive
7820,Kenya,Mumias Sugar Company Limited,"Mumias Sugar Company Limited is a sugar manufacturing company in Kenya, the largest economy in the East African Community. It is the largest sugar manufacturer in Kenya, producing about 250,000 metric tonnes (42%) of the estimated 600,000 metric tonnes annual national output.",1971,Consumer goods,Food products,Nairobi,"Sugar estates and manufacture, KN: MSC"
7821,Kenya,Nation Media Group,"Nation Media Group (abbreviated as NMG) is a Kenyan media group listed on the Nairobi Stock Exchange. NMG was founded by Aga Khan IV in 1959 and is the largest private media house in East and Central Africa with offices in Kenya, Uganda, and Tanzania.",1959,Consumer services,Broadcasting & entertainment,Nairobi,"Newspapers, magazines, radio, television, KN: NMG"
7822,Kenya,Olympia Capital Holdings,"Olympia Capital Holdings Limited is a holding company comprising several businesses in East and Southern Africa. The company's headquarters are located in Nairobi, Kenya, with subsidiaries in Kenya, Botswana and South Africa.",1968,Industrials,Building materials & fixtures,Nairobi,"Flooring, building materials, KN: OCH"
7823,Kenya,Rea Vipingo Sisal Estate,Kenya is a country in East Africa and a founding member of the East African Community (EAC). Its capital and largest city is Nairobi.,1939,Consumer goods,Farming & fishing,Nairobi,"Plantations, KN: REA"
7824,Kenya,Safaricom,"Safaricom PLC is a listed Kenyan mobile network operator headquartered at Safaricom House in Nairobi, Kenya. It is the largest telecommunications provider in Kenya, and one of the most profitable companies in the East and Central Africa region.",1997,Telecommunications,Mobile telecommunications,Nairobi,{{{6}}}
7825,Kenya,Sameer Group,"The Sameer Group of Companies, commonly referred to as the Sameer Group, is a large conglomerate, based in Kenya, with operations and subsidiaries in neighboring African countries.


== Overview ==
The group is involved in industries including:  agriculture, manufacturing, distribution, high-tech, construction, transport and finance.",1969[5],Industrials,Diversified industrials,Nairobi,"High tech, agribusiness, manufacturing, transport, KN: FIRE"
7826,Kenya,Sasini Tea and Coffee,"Sasini is one of Kenya's major tea and coffee producers, and is one of the country's ""Big 6"" tea producers.  The company's headquarters are located in Nairobi and the company's stock is listed on the Nairobi Stock Exchange.",1952[6],Consumer goods,Food products,Nairobi,"Tea, coffee, KN: SASN, part of Sameer Group"
7827,Kenya,Serena Hotels,"Serena Hotels is a hospitality company which operates up-scale hotels and resorts in East Africa, Southern Africa and South Asia.
Serena comprises a collection of 36 luxury resorts, safari lodges, and hotels, which are located in East Africa (Kenya, Tanzania, Rwanda, Uganda, and Mozambique) and Central and South Asia (Pakistan, Afghanistan, and Tajikistan).",1970,Consumer services,Travel & toruism,Nairobi,"Tourism promotion services, hotels, resorts, KN: TPSE"
7828,Kenya,Uchumi Supermarkets,"Uchumi Supermarkets, often referred to simply as Uchumi, is a Kenyan supermarket chain. The word uchumi means ""economy"" in Swahili.",1975,Consumer services,Food retailers & wholesalers,Nairobi,KN: UCHM
7829,Kenya,Unga Group,Unga Group Limited is a Kenyan-based holding company with its investments in the business of flour milling and manufacturing of a human nutrition products and animal feeds. The group has operations in Kenya and Uganda.,1908,Consumer goods,Food products,Nairobi,"Flour milling, KN: UNGA"
7830,Kenya,WPP-Scangroup,WPP-Scangroup is a subsidiary of WPP and is listed on the Nairobi Securities Exchange. It is the largest marketing and communication group operating a multi-agency model across multiple disciplines in Sub-Saharan Africa.,1996,Consumer services,Broadcasting & entertainment,Nairobi,"Advertising, KN: SCAN"
7831,Rwanda,AB Bank Rwanda,"AB Bank Rwanda (ABR), is a microfinance bank in Rwanda. The bank is one of the licensed banks in the Republic of Rwanda.",2013,Financials,Banks,Kigali,Microfinance bank
7832,Rwanda,Access Bank Rwanda,"Access Bank Rwanda is a commercial bank in Rwanda. It is one of the commercial banks licensed by the National Bank of Rwanda, the national banking regulator.",1995,Financials,Banks,Kigali,Commercial bank
7833,Rwanda,Bank of Africa Rwanda Limited,"Bank of Africa Rwanda Limited also BOA Rwanda, formerly known as Agaseke Bank, is a commercial bank in Rwanda. The bank is one of the licensed banks in the Republic of Rwanda.",2003,Financials,Banks,Kigali,"Commercial bank, part of Bank of Africa Group (Mali)"
7834,Rwanda,Bank of Kigali,Bank of Kigali (BK) is a commercial bank in Rwanda. It is licensed by the National Bank of Rwanda.,1966,Financials,Banks,Kigali,Commercial bank
7835,Rwanda,Banque Populaire du Rwanda SA,"Banque Populaire du Rwanda Public Limited Company (BPR PLC; Kinyarwanda: Banki y'Abaturage y'u Rwanda), formerly Banque Populaire du Rwanda SA, is a commercial bank in Rwanda. The bank is licensed by the National Bank of Rwanda, the central bank and national banking regulator.",1975,Financials,Banks,Kigali,Commercial bank
7836,Rwanda,Banque Populaire du Rwanda,"Banque Populaire du Rwanda Public Limited Company (BPR PLC; Kinyarwanda: Banki y'Abaturage y'u Rwanda), formerly Banque Populaire du Rwanda SA, is a commercial bank in Rwanda. The bank is licensed by the National Bank of Rwanda, the central bank and national banking regulator.",1986,Financials,Banks,Kigali,Commercial bank
7837,Rwanda,Bourbon Coffee,"Bourbon is a cultivar of Coffea arabica. It is one of the two main cultivars from which new cultivars are bred, the other being Typica.",2006,Consumer services,Restaurants & bars,Kigali,Coffeehouse chain
7838,Rwanda,Bralirwa Brewery,"Bralirwa, also known by its French name Brasseries et Limonaderies du Rwanda, is the largest brewer and soft beverage company in Rwanda. Its shares of stock are listed on the Rwanda Stock Exchange, where they trade under the symbol:BLRW. As of December 2017, the company's total assets were valued at RWF:127.73 billion (approximately US$149.72 million), with shareholders' equity of RWF:35.7 billion (US$41.83 million).",1957,Consumer goods,Brewers,Kigali,Brewery
7839,Rwanda,Compagnie Générale de Banque,"Compagnie Générale de Banque (Cogebanque), sometimes referred to as Cogebank, is a Rwandan multinational commercial bank. The bank is one of the commercial banks in the Republic of Rwanda, licensed by National Bank of Rwanda, the national banking regulator.",1999,Financials,Banks,Kigali,Commercial bank
7840,Rwanda,Equity Bank Rwanda Limited,"Equity Bank Rwanda Limited (EBRL), is a commercial bank in Rwanda. The bank is licensed by the National Bank of Rwanda, the central bank and national banking regulator.",2011,Financials,Banks,Kigali,Commercial bank
7841,Rwanda,Great Lakes Energy,"Great Lakes Energy is a social enterprise founded by Sam Dargan in 2005. The company is headquartered  in Kigali, Rwanda and primarily serves the East African market.",2002,Utilities,Conventional electricity,Kigali,Power utility
7842,Rwanda,Guaranty Trust Bank,"Guaranty Trust Bank PLC also known as GTBank or simply GTB is a Nigerian multinational financial institution, that offers online/internet banking, retail banking, corporate banking, investment banking and asset management services, with its head office in Victoria Island, Lagos.
The bank was formed in 1988 by over 35 young Nigerians in their thirties, spearheaded mostly by Tayo Aderinokun and Fola Adeola, but also included Femi Pedro, Gbolade Osibodu, Femi Akingbe, Akin Opeodu and others.",2004,Financials,Banks,Kigali,Commercial bank
7843,Rwanda,Housing Bank of Rwanda,"Housing Bank of Rwanda (HBR), also known as Rwanda Housing Bank, was a commercial bank in Rwanda. Its name in French is Banque de l'Habitat du Rwanda SA (BHR).",1975,Financials,Banks,Kigali,"Commercial bank, defunct 2011"
